,word,freq
1705,avenue,1536
1706,shall,1535
1707,bread,1534
1708,british,1534
1709,opinion,1534
1710,thousands,1533
1711,location,1527
1712,cast,1526
1713,justin,1526
1714,iphone,1525
1715,pair,1521
1716,jackson,1520
1717,amazon,1518
1718,arena,1517
1719,fill,1517
1720,governor,1517
1721,published,1517
1722,whom,1516
1723,competition,1515
1724,yay,1515
1725,golden,1513
1726,mary,1510
1727,becoming,1509
1728,bright,1507
1729,diego,1504
1730,easter,1504
1731,additional,1502
1732,chinese,1502
1733,explain,1502
1734,foundation,1502
1735,kinda,1501
1736,random,1501
1737,region,1500
1738,stores,1499
1739,keeps,1497
1740,movement,1497
1741,singing,1495
1742,possibly,1494
1743,literally,1493
1744,stadium,1493
1745,serving,1489
1746,returned,1488
1747,ticket,1487
1748,grew,1486
1749,largest,1484
1750,pages,1484
1751,changing,1483
1752,greatest,1483
1753,features,1481
1754,fellow,1481
1755,sea,1481
1756,arrested,1480
1757,trees,1480
1758,airport,1477
1759,nba,1476
1760,carry,1475
1761,jump,1475
1762,peter,1475
1763,artists,1474
1764,moments,1472
1765,honor,1471
1766,shea,1471
1767,vegas,1469
1768,cry,1468
1769,killing,1468
1770,feature,1467
1771,anti,1466
1772,everyday,1466
1773,path,1465
1774,alive,1463
1775,republicans,1463
1776,nor,1462
1777,bridge,1461
1778,purpose,1461
1779,highly,1460
1780,pool,1457
1781,specific,1456
1782,noticed,1455
1783,theme,1454
1784,forgot,1453
1785,menu,1453
1786,dc,1451
1787,fighting,1450
1788,flowers,1450
1789,famous,1449
1790,authorities,1448
1791,majority,1448
1792,freedom,1446
1793,purchase,1445
1794,update,1443
1795,code,1441
1796,options,1440
1797,bottle,1439
1798,prepared,1439
1799,powerful,1438
1800,tho,1436
1801,soft,1434
1802,fruit,1433
1803,primary,1433
1804,democratic,1431
1805,herself,1430
1806,becomes,1429
1807,status,1429
1808,prison,1428
1809,significant,1427
1810,attempt,1426
1811,promise,1426
1812,spokesman,1426
1813,lie,1425
1814,levels,1423
1815,magazine,1423
1816,forced,1422
1817,female,1421
1818,measure,1421
1819,ain,1420
1820,september,1420
1821,matt,1418
1822,nyc,1417
1823,countries,1416
1824,standard,1415
1825,turning,1415
1826,rise,1414
1827,unique,1414
1828,civil,1413
1829,gotten,1412
1830,seattle,1412
1831,teach,1412
1832,bunch,1411
1833,murder,1411
1834,revenue,1411
1835,meat,1410
1836,begins,1409
1837,bringing,1409
1838,fully,1409
1839,treatment,1409
1840,ourselves,1408
1841,scheduled,1408
1842,gym,1407
1843,meaning,1406
1844,speech,1406
1845,journey,1405
1846,santa,1405
1847,mission,1404
1848,mentioned,1402
1849,extremely,1400
1850,tiny,1400
1851,afraid,1397
1852,driver,1397
1853,background,1395
1854,unfortunately,1395
1855,treat,1394
1856,neither,1393
1857,division,1391
1858,enter,1391
1859,democrats,1390
1860,europe,1390
1861,otherwise,1390
1862,yards,1389
1863,actual,1388
1864,strength,1388
1865,images,1387
1866,draw,1384
1867,western,1384
1868,meal,1383
1869,television,1383
1870,wood,1382
1871,claim,1380
1872,edge,1380
1873,protect,1380
1874,brings,1379
1875,memory,1379
1876,paint,1379
1877,greater,1378
1878,bob,1377
1879,copy,1377
1880,nights,1377
1881,agreement,1376
1882,option,1376
1883,handle,1375
1884,labor,1373
1885,charles,1371
1886,ff,1370
1887,tournament,1368
1888,joined,1365
1889,birth,1363
1890,ppl,1362
1891,quiet,1361
1892,machine,1359
1893,patients,1359
1894,resources,1359
1895,pack,1358
1896,parties,1357
1897,continues,1355
1898,missouri,1355
1899,mountain,1355
1900,grown,1353
1901,hasn,1353
1902,hanging,1352
1903,appeared,1350
1904,contest,1350
1905,laws,1350
1906,bike,1349
1907,miller,1349
1908,rice,1349
1909,apart,1347
1910,leadership,1347
1911,boyfriend,1346
1912,sing,1346
1913,crew,1345
1914,discovered,1345
1915,thx,1345
1916,apartment,1344
1917,usual,1344
1918,partner,1343
1919,posts,1343
1920,southern,1343
1921,championship,1342
1922,compared,1341
1923,agent,1338
1924,lately,1338
1925,youth,1338
1926,campus,1336
1927,wins,1336
1928,advantage,1335
1929,demand,1335
1930,gorgeous,1334
1931,multiple,1334
1932,appear,1332
1933,damage,1332
1934,lee,1332
1935,capital,1330
1936,appears,1329
1937,injury,1329
1938,pan,1329
1939,streets,1329
1940,owners,1328
1941,accept,1326
1942,funding,1326
1943,target,1326
1944,progress,1325
1945,balance,1324
1946,fix,1323
1947,aside,1322
1948,org,1322
1949,houston,1321
1950,inspiration,1320
1951,mothers,1320
1952,bear,1319
1953,tim,1318
1954,cuz,1317
1955,breaking,1316
1956,guest,1315
1957,signs,1313
1958,slowly,1313
1959,arms,1312
1960,net,1312
1961,decisions,1310
1962,bored,1308
1963,master,1308
1964,memories,1308
1965,hitting,1305
1966,sucks,1304
1967,wondering,1304
1968,honest,1302
1969,sky,1301
1970,sides,1300
1971,faces,1298
1972,michigan,1298
1973,animal,1297
1974,activity,1296
1975,farm,1296
1976,wit,1296
1977,smaller,1295
1978,hop,1294
1979,placed,1294
1980,discussion,1292
1981,expensive,1292
1982,tweeting,1292
1983,managed,1291
1984,cities,1290
1985,complex,1290
1986,sexy,1290
1987,authority,1289
1988,ending,1287
1989,remove,1286
1990,falling,1284
1991,gun,1284
1992,heads,1284
1993,violence,1284
1994,investment,1283
1995,degrees,1282
1996,seeking,1282
1997,request,1281
1998,yours,1281
1999,guilty,1280
2000,vehicle,1280
2001,aware,1279
2002,panel,1279
2003,criminal,1278
2004,yellow,1278
2005,exercise,1277
2006,blues,1275
2007,offering,1275
2008,focused,1273
2009,somehow,1272
2010,adult,1271
2011,army,1271
2012,directly,1270
2013,acting,1269
2014,giants,1269
2015,davis,1267
2016,drinks,1267
2017,material,1267
2018,hopes,1266
2019,tech,1266
2020,customer,1265
2021,shared,1265
2022,era,1263
2023,mexico,1263
2024,row,1263
2025,steps,1263
2026,shape,1262
2027,direct,1260
2028,egg,1260
2029,golf,1260
2030,vacation,1260
2031,van,1260
2032,population,1259
2033,thus,1259
2034,activities,1258
2035,truck,1257
2036,frank,1256
2037,larger,1256
2038,comfortable,1254
2039,youtube,1253
2040,everywhere,1252
2041,films,1252
2042,inc,1252
2043,taught,1252
2044,highest,1251
2045,admit,1250
2046,eggs,1248
2047,loud,1248
2048,foreign,1247
2049,debate,1246
2050,surgery,1245
2051,blessed,1244
2052,pic,1244
2053,horse,1243
2054,solid,1243
2055,colorado,1241
2056,brothers,1240
2057,craft,1240
2058,crisis,1240
2059,evil,1239
2060,moon,1239
2061,storm,1239
2062,european,1238
2063,strange,1238
2064,variety,1238
2065,basic,1237
2066,understanding,1236
2067,officially,1235
2068,improve,1234
2069,colors,1232
2070,ed,1230
2071,mass,1230
2072,smell,1229
2073,animals,1228
2074,jr,1228
2075,stone,1228
2076,tips,1228
2077,theater,1227
2078,bills,1226
2079,sites,1226
2080,usa,1225
2081,wona,1225
2082,awards,1224
2083,friendly,1224
2084,spoke,1223
2085,windows,1223
2086,basically,1222
2087,click,1222
2088,candidate,1221
2089,concerned,1221
2090,lights,1221
2091,politics,1221
2092,filed,1220
2093,couldna,1219
2094,described,1219
2095,effective,1219
2096,ordered,1219
2097,trail,1219
2098,fifth,1217
2099,seasons,1217
2100,uses,1217
2101,environment,1216
2102,owned,1216
2103,considering,1215
2104,attend,1214
2105,banks,1213
2106,earned,1212
2107,housing,1210
2108,produce,1210
2109,claims,1209
2110,familiar,1209
2111,christie,1208
2112,assistant,1206
2113,hundreds,1206
2114,ad,1205
2115,emergency,1204
2116,sending,1204
2117,feelings,1202
2118,independent,1202
2119,joke,1201
2120,blame,1200
2121,impossible,1200
2122,anywhere,1196
2123,decade,1196
2124,sleeping,1196
2125,anybody,1195
2126,kansas,1195
2127,younger,1195
2128,approved,1194
2129,hungry,1194
2130,decades,1193
2131,caused,1191
2132,leads,1191
2133,brian,1190
2134,drugs,1190
2135,legs,1190
2136,plants,1189
2137,estate,1188
2138,ring,1188
2139,writers,1188
2140,challenges,1187
2141,dish,1187
2142,discuss,1186
2143,pray,1185
2144,rep,1185
2145,kevin,1184
2146,salad,1183
2147,videos,1183
2148,generation,1182
2149,funds,1181
2150,plate,1181
2151,terrible,1181
2152,honestly,1180
2153,phoenix,1180
2154,taylor,1180
2155,staying,1178
2156,confidence,1177
2157,weren,1176
2158,passing,1175
2159,desire,1174
2160,tony,1174
2161,failure,1173
2162,generally,1173
2163,ingredients,1173
2164,channel,1172
2165,incredible,1172
2166,village,1169
2167,smoke,1167
2168,stress,1167
2169,concerns,1166
2170,junior,1166
2171,chapter,1165
2172,quote,1165
2173,route,1163
2174,zone,1163
2175,bird,1161
2176,dancing,1161
2177,disease,1160
2178,empty,1159
2179,pounds,1159
2180,profile,1158
2181,fabulous,1157
2182,lay,1157
2183,ate,1156
2184,feed,1155
2185,pleasure,1155
2186,cutting,1154
2187,atlanta,1153
2188,grace,1152
2189,hole,1152
2190,reduce,1152
2191,chair,1151
2192,medium,1151
2193,flat,1150
2194,suit,1150
2195,pitch,1148
2196,therefore,1148
2197,awkward,1147
2198,william,1146
2199,obvious,1145
2200,visiting,1145
2201,worried,1145
2202,active,1144
2203,drama,1144
2204,sexual,1144
2205,actions,1142
2206,gop,1142
2207,pants,1141
2208,circle,1139
2209,defensive,1138
2210,increased,1138
2211,noted,1138
2212,require,1138
2213,clients,1137
2214,dan,1137
2215,proposed,1137
2216,seek,1137
2217,letting,1136
2218,fb,1135
2219,unit,1135
2220,arm,1134
2221,carolina,1134
2222,cell,1133
2223,chairman,1133
2224,millions,1133
2225,richard,1133
2226,chef,1131
2227,talks,1131
2228,waste,1131
2229,print,1130
2230,stayed,1130
2231,playoffs,1129
2232,tears,1129
2233,adults,1128
2234,allows,1128
2235,dollar,1128
2236,cheap,1127
2237,choices,1127
2238,alcohol,1125
2239,presence,1125
2240,remaining,1125
2241,passion,1124
2242,illinois,1123
2243,nick,1123
2244,prize,1122
2245,emotional,1121
2246,alex,1120
2247,giant,1120
2248,ms,1120
2249,mixed,1119
2250,african,1118
2251,ipad,1118
2252,newark,1117
2253,opportunities,1116
2254,smh,1116
2255,shouldn,1115
2256,yep,1115
2257,candidates,1114
2258,correct,1113
2259,proposal,1113
2260,recommend,1111
2261,flying,1109
2262,conditions,1108
2263,ex,1108
2264,congratulations,1107
2265,doors,1107
2266,male,1107
2267,mood,1107
2268,vision,1107
2269,harder,1106
2270,native,1105
2271,suddenly,1105
2272,mess,1104
2273,connection,1103
2274,negative,1103
2275,soccer,1103
2276,vice,1101
2277,behavior,1100
2278,critical,1100
2279,illegal,1100
2280,meanwhile,1099
2281,woke,1098
2282,pics,1097
2283,studies,1096
2284,england,1095
2285,musical,1094
2286,offense,1094
2287,fox,1093
2288,religious,1093
2289,stood,1092
2290,ugly,1092
2291,tight,1091
2292,ceo,1090
2293,fired,1090
2294,professor,1089
2295,spanish,1089
2296,client,1088
2297,dallas,1088
2298,soup,1088
2299,cleaning,1087
2300,ny,1087
2301,suck,1087
2302,limit,1085
2303,markets,1083
2304,pepper,1083
2305,scared,1083
2306,ray,1082
2307,sets,1082
2308,jan,1081
2309,victims,1081
2310,fail,1080
2311,mental,1079
2312,corporate,1077
2313,foods,1076
2314,associated,1075
2315,jazz,1075
2316,lakers,1075
2317,posting,1075
2318,shower,1075
2319,boss,1074
2320,drew,1074
2321,restaurants,1074
2322,grant,1073
2323,standards,1073
2324,exchange,1072
2325,heaven,1072
2326,condition,1071
2327,guitar,1071
2328,provides,1071
2329,tied,1071
2330,dangerous,1070
2331,feb,1070
2332,gain,1070
2333,completed,1069
2334,hollywood,1069
2335,moves,1069
2336,regional,1069
2337,whenever,1069
2338,citizens,1067
2339,singer,1067
2340,massive,1066
2341,jeff,1064
2342,lil,1064
2343,drunk,1063
2344,package,1062
2345,sir,1062
2346,struck,1062
2347,beers,1061
2348,develop,1060
2349,concept,1059
2350,inch,1059
2351,ages,1058
2352,task,1058
2353,chose,1056
2354,rare,1056
2355,rush,1056
2356,offensive,1054
2357,comedy,1053
2358,workout,1053
2359,favor,1052
2360,fiction,1052
2361,flavor,1051
2362,committed,1050
2363,matters,1050
2364,juice,1049
2365,separate,1049
2366,solution,1049
2367,deserve,1048
2368,leg,1048
2369,figured,1047
2370,guide,1047
2371,topic,1047
2372,oven,1046
2373,angry,1045
2374,pot,1045
2375,shown,1045
2376,legislation,1043
2377,oewe,1043
2378,plane,1043
2379,abuse,1042
2380,boat,1042
2381,dozen,1041
2382,saved,1041
2383,responsible,1040
2384,checking,1039
2385,communities,1038
2386,seats,1038
2387,believed,1035
2388,systems,1035
2389,tend,1035
2390,stands,1034
2391,coverage,1032
2392,dirty,1032
2393,eric,1032
2394,metal,1031
2395,anniversary,1030
2396,crying,1028
2397,papers,1028
2398,transportation,1028
2399,lane,1027
2400,sam,1027
2401,urban,1027
2402,plot,1026
2403,aid,1025
2404,chat,1025
2405,noon,1025
2406,playoff,1025
2407,produced,1025
2408,walls,1025
2409,apply,1024
2410,ben,1023
2411,doctors,1023
2412,plastic,1023
2413,prefer,1023
2414,tie,1023
2415,ave,1022
2416,basis,1022
2417,fingers,1021
2418,patient,1021
2419,diet,1019
2420,parent,1019
2421,cookies,1018
2422,africa,1017
2423,conservative,1016
2424,pace,1016
2425,asleep,1015
2426,relationships,1015
2427,meetings,1014
2428,upset,1014
2429,baking,1013
2430,consumer,1013
2431,reader,1013
2432,ford,1012
2433,jail,1012
2434,advance,1011
2435,determined,1011
2436,fake,1011
2437,perfectly,1010
2438,perform,1010
2439,suggested,1010
2440,closing,1009
2441,injuries,1009
2442,midnight,1009
2443,mt,1009
2444,grab,1008
2445,birds,1007
2446,strategy,1007
2447,threw,1007
2448,wanting,1007
2449,blow,1006
2450,prayer,1006
2451,voted,1006
2452,candy,1004
2453,entertainment,1004
2454,grateful,1003
2455,plain,1003
2456,profit,1003
2457,theatre,1003
2458,effects,1002
2459,france,1002
2460,jason,1002
2461,protection,1002
2462,boring,1001
2463,faster,1001
2464,math,1001
2465,ship,1001
2466,silver,1001
2467,barely,1000
2468,heights,1000
2469,buddy,998
2470,consumers,998
2471,inning,998
2472,prove,998
2473,kelly,997
2474,blogs,996
2475,enforcement,996
2476,happiness,996
2477,distance,995
2478,shift,995
2479,mini,993
2480,presidential,993
2481,supporting,993
2482,allowing,992
2483,queen,992
2484,cats,991
2485,forest,990
2486,lies,990
2487,breath,989
2488,falls,989
2489,located,989
2490,thanksgiving,988
2491,button,987
2492,italian,987
2493,prepare,987
2494,entered,985
2495,follows,985
2496,packed,985
2497,adam,984
2498,argument,984
2499,buildings,984
2500,display,983
2501,launch,983
2502,presented,983
2503,advertising,982
2504,answers,981
2505,prevent,980
2506,sept,979
2507,checked,978
2508,hat,978
2509,influence,978
2510,investors,978
2511,andrew,977
2512,combined,977
2513,core,977
2514,wouldna,977
2515,bond,976
2516,ii,975
2517,rick,975
2518,sen,975
2519,talented,975
2520,views,975
2521,visitors,975
2522,dave,974
2523,deals,974
2524,dec,973
2525,forces,973
2526,incident,973
2527,maryland,973
2528,concern,972
2529,ocean,972
2530,sport,972
2531,attended,971
2532,editor,971
2533,exist,971
2534,harry,971
2535,planet,971
2536,bags,970
2537,blazers,970
2538,experiences,970
2539,houses,970
2540,personally,969
2541,connect,968
2542,item,968
2543,removed,967
2544,letters,965
2545,tools,965
2546,believes,964
2547,environmental,964
2548,finds,963
2549,laughing,963
2550,nearby,963
2551,anthony,962
2552,suspect,962
2553,accepted,961
2554,bands,961
2555,besides,961
2556,scale,961
2557,developed,960
2558,entry,960
2559,girlfriend,960
2560,tuned,960
2561,file,959
2562,performing,959
2563,suggest,959
2564,accident,958
2565,babies,958
2566,knee,958
2567,prime,958
2568,canada,957
2569,mall,957
2570,til,957
2571,beef,956
2572,blast,956
2573,creation,956
2574,cultural,956
2575,facing,955
2576,fees,955
2577,equipment,954
2578,memorial,954
2579,responsibility,954
2580,painting,953
2581,upcoming,953
2582,whata,953
2583,appeal,952
2584,elected,952
2585,lawyer,952
2586,mistake,952
2587,virginia,952
2588,hilarious,951
2589,respond,951
2590,israel,950
2591,bathroom,949
2592,drove,949
2593,guests,949
